Entity1,Relationship,Entity2,Evidence,Evidence URL
ASIL,Neuropeptide,DAF-28,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Neuropeptide,FLP-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Neuropeptide,FLP-10,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Neuropeptide,FLP-21,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Neuropeptide,INS-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Neuropeptide,INS-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Neuropeptide,INS-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Neuropeptide,INS-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Neuropeptide,INS-7,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Neuropeptide,INS-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Neuropeptide,INS-22,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Neuropeptide,INS-26,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Neuropeptide,INS-32,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Neuropeptide,PDF-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Neuropeptide,NLP-7,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Neuropeptide,NLP-14,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Neuropeptide,NLP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Neuropeptide,NLP-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Neuropeptide,NLP-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Neuropeptide,NLP-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Neuropeptide,NLP-18,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Neuropeptide,NLP-24,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Neuropeptide,NLP-27,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Innexin,INX-18,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ASIL,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ASIL,Receptor,DAF-11,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Receptor,SRD-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Receptor,STR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Receptor,STR-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Receptor,DAF-37,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Receptor,DAF-38,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Receptor,DCAR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Receptor,GCY-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Receptor,GCY-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Receptor,GCY-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Receptor,GCY-27,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Receptor,NPR-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Receptor,NPR-15,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,Receptor,SER-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIL,type,"Sensory neuron (chemosensory (gustatory), thermosensory)",WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Neuropeptide,DAF-28,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Neuropeptide,FLP-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Neuropeptide,FLP-10,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Neuropeptide,FLP-21,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Neuropeptide,INS-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Neuropeptide,INS-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Neuropeptide,INS-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Neuropeptide,INS-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Neuropeptide,INS-7,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Neuropeptide,INS-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Neuropeptide,INS-22,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Neuropeptide,INS-26,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Neuropeptide,INS-32,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Neuropeptide,PDF-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Neuropeptide,NLP-7,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Neuropeptide,NLP-14,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Neuropeptide,NLP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Neuropeptide,NLP-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Neuropeptide,NLP-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Neuropeptide,NLP-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Neuropeptide,NLP-18,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Neuropeptide,NLP-24,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Neuropeptide,NLP-27,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Innexin,INX-18,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ASIR,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ASIR,Receptor,DAF-11,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Receptor,SRD-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Receptor,STR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Receptor,STR-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Receptor,DAF-37,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Receptor,DAF-38,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Receptor,DCAR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Receptor,GCY-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Receptor,GCY-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Receptor,GCY-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Receptor,GCY-27,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Receptor,NPR-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Receptor,NPR-15,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,Receptor,SER-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASIR,type,"Sensory neuron (chemosensory (gustatory), thermosensory)",WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASImainframe.htm
ASJL,Neuropeptide,NLP-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASJmainframe.htm
ASJL,Receptor,DAF-11,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASJmainframe.htm
ASJL,Receptor,OSM-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASJmainframe.htm
ASJL,Receptor,SRE-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASJmainframe.htm
ASJL,type,Sensory neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASJmainframe.htm
ASJR,Neuropeptide,NLP-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASJmainframe.htm
ASJR,Receptor,DAF-11,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASJmainframe.htm
ASJR,Receptor,OSM-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASJmainframe.htm
ASJR,Receptor,SRE-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASJmainframe.htm
ASJR,type,Sensory neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASJmainframe.htm
ASKL,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKL,Neuropeptide,FLP-21,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKL,Neuropeptide,NLP-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKL,Neuropeptide,NLP-10,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKL,Neuropeptide,PDF-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKL,Neuropeptide,NLP-14,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKL,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ASKL,Innexin,INX-18,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ASKL,Receptor,DAF-11,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKL,Receptor,OSM-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKL,Receptor,SRA-7,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKL,Receptor,SRA-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKL,Receptor,SRG-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKL,Receptor,SRG-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKL,type,"Sensory neuron (chemosensory (gustatory), pheromone-sensory)",WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKR,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKR,Neuropeptide,FLP-21,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKR,Neuropeptide,NLP-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKR,Neuropeptide,NLP-10,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKR,Neuropeptide,PDF-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKR,Neuropeptide,NLP-14,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKR,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ASKR,Innexin,INX-18,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ASKR,Receptor,DAF-11,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKR,Receptor,OSM-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKR,Receptor,SRA-7,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKR,Receptor,SRA-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKR,Receptor,SRG-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKR,Receptor,SRG-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
ASKR,type,"Sensory neuron (chemosensory (gustatory), pheromone-sensory)",WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASKmainframe.htm
AUAL,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AUAmainframe.htm
AUAL,Innexin,INX-4,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AUAL,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AUAL,Receptor,DOP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AUAmainframe.htm
AUAL,Receptor,GLR-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AUAmainframe.htm
AUAL,Receptor,NPR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AUAmainframe.htm
AUAL,Receptor,SER-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AUAmainframe.htm
AUAL,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AUAmainframe.htm
AUAR,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AUAmainframe.htm
AUAR,Innexin,INX-4,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AUAR,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AUAR,Receptor,DOP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AUAmainframe.htm
AUAR,Receptor,GLR-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AUAmainframe.htm
AUAR,Receptor,NPR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AUAmainframe.htm
AUAR,Receptor,SER-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AUAmainframe.htm
AUAR,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AUAmainframe.htm
AVAL,Neuropeptide,FLP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVAmainframe.htm
AVAL,Neuropeptide,FLP-18,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVAmainframe.htm
AVAL,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVAL,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVAL,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVAL,Receptor,GGR-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVAmainframe.htm
AVAL,Receptor,GLR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVAmainframe.htm
AVAL,Receptor,GLR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVAmainframe.htm
AVAL,Receptor,GLR-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVAmainframe.htm
AVAL,Receptor,GLR-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVAmainframe.htm
AVAL,Receptor,NMR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVAmainframe.htm
AVAL,Receptor,NMR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVAmainframe.htm
AVAL,Receptor,UNC-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVAmainframe.htm
AVAL,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVAmainframe.htm
AVAR,Neuropeptide,FLP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVAmainframe.htm
AVAR,Neuropeptide,FLP-18,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVAmainframe.htm
AVAR,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVAR,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVAR,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVAR,Receptor,GGR-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVAmainframe.htm
AVAR,Receptor,GLR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVAmainframe.htm
AVAR,Receptor,GLR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVAmainframe.htm
AVAR,Receptor,GLR-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVAmainframe.htm
AVAR,Receptor,GLR-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVAmainframe.htm
AVAR,Receptor,NMR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVAmainframe.htm
AVAR,Receptor,NMR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVAmainframe.htm
AVAR,Receptor,UNC-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVAmainframe.htm
AVAR,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVAmainframe.htm
AVBL,Neuropeptide,PDF-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVBL,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVBL,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVBL,Receptor,GGR-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVBL,Receptor,GLR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVBL,Receptor,GLR-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVBL,Receptor,SRA-11,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVBL,Receptor,UNC-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVBL,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVBR,Neuropeptide,PDF-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVBR,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVBR,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVBR,Receptor,GGR-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVBR,Receptor,GLR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVBR,Receptor,GLR-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVBR,Receptor,SRA-11,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVBR,Receptor,UNC-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVBR,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVDL,Innexin,INX-6,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVDL,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVDL,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVDL,Receptor,GLR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVDL,Receptor,GLR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVDL,Receptor,GLR-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVDL,Receptor,NMR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVDL,Receptor,NMR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVDL,Receptor,PDFR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVDL,Receptor,UNC-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVDL,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVDR,Innexin,INX-6,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVDR,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVDR,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVDR,Receptor,GLR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVDR,Receptor,GLR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVDR,Receptor,GLR-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVDR,Receptor,NMR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVDR,Receptor,NMR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVDR,Receptor,PDFR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVDR,Receptor,UNC-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVDR,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVBmainframe.htm
AVEL,Neuropeptide,FLP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVEmainframe.htm
AVEL,Receptor,GLR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVEmainframe.htm
AVEL,Receptor,GLR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVEmainframe.htm
AVEL,Receptor,GLR-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVEmainframe.htm
AVEL,Receptor,NMR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVEmainframe.htm
AVEL,Receptor,NMR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVEmainframe.htm
AVEL,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVEmainframe.htm
AVER,Neuropeptide,FLP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVEmainframe.htm
AVER,Receptor,GLR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVEmainframe.htm
AVER,Receptor,GLR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVEmainframe.htm
AVER,Receptor,GLR-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVEmainframe.htm
AVER,Receptor,NMR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVEmainframe.htm
AVER,Receptor,NMR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVEmainframe.htm
AVER,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVEmainframe.htm
AVFL,Innexin,INX-8,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVFL,Receptor,PDFR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVFmainframe.htm
AVFL,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVFmainframe.htm
AVFR,Innexin,INX-8,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVFR,Receptor,PDFR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVFmainframe.htm
AVFR,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVFmainframe.htm
AVG,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVG,Receptor,DEG-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVGmainframe.htm
AVG,Receptor,GLR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVGmainframe.htm
AVG,Receptor,GLR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVGmainframe.htm
AVG,Receptor,NMR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVGmainframe.htm
AVG,Receptor,NMR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVGmainframe.htm
AVG,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVGmainframe.htm
AVHL,Innexin,INX-12,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVHL,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVHL,Receptor,GGR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVHmainframe.htm
